Enlace,Precio,Superficie Construida,Última Actualización,Consumo Energético,Emisiones CO2,Tipo de operación,Superficie construida:,Habitaciones:,Baños:,Conservación:,Referencia:,Superficie útil:,Superficie solar:,Tipo de casa:,Antigüedad:,Gastos de comunidad:,Exterior:,Interior:,descripcion,Planta:_11ª,Planta:_12ª,Planta:_14ª,Planta:_15ª,Planta:_16ª,Planta:_17ª,Planta:_1ª,Planta:_2ª,Planta:_3ª,Planta:_4ª,Planta:_5ª,Planta:_6ª,Planta:_7ª,Planta:_8ª,Planta:_9ª,Planta:_Bajo,Planta:_Entresuelo,Planta:_Más de 20,Planta:_No especificado,Planta:_Principal,Planta:_Semisótano,Planta:_Sótano
https://www.pisos.com/comprar/chalet-moncloa_aravaca_aravaca28023-3548570793_109700/,,754,30/10/2024,,,Compra,754.0,5.0,7.0,0,IF5271-20220206,,,2,6,,,,chalet moncloa aravaca aravaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-sol_barrio28013-47545243965_109300/,,136,12/09/2024,,,Compra,136.0,3.0,3.0,3,EP1019-SRG20,112.0,,2,5,,,,piso sol barrio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_adosada-los_arcos_el_viviero-4925489164_109700/,523.9,294,29/10/2024,,,Compra,294.0,4.0,3.0,0,4528888-21478445,,,0,6,,,,casa adosada los arcos el viviero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa-chinchon_centro_urbano-18392429127_998937/,230.0,234,24/10/2024,,,Compra,234.0,5.0,3.0,2,4998937-V-2106-J,210.0,,2,5,,,,casa chinchon centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/duplex-ciudad_universitaria28035-4902307431_109700/,,244,10/10/2024,,,Compra,244.0,4.0,5.0,0,IF5271-21481891,,,2,6,,,,duplex ciudad universitaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-universidad_malasana28004-45899889901_100200/,400.0,92,28/10/2024,,,Compra,92.0,2.0,,2,TC173-588671,,,2,6,,,,piso universidad malasana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet_pareado-serranillos_del_valle_centro_urbano-45091667204_993816/,374.0,264,30/10/2024,,,Compra,264.0,5.0,4.0,2,4993816-003274,264.0,457.0,2,1,,,,chalet pareado serranillos del valle centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_adosada-navalcarnero_centro_urbano-3867354655_109700/,431.6,230,26/09/2024,,,Compra,230.0,4.0,3.0,0,4525022-20466167,,,0,6,,,,casa adosada navalcarnero centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-las_rozas_de_madrid_centro28231-4347260038_109700/,698.0,4,11/04/2024,,,Compra,,4.0,,0,-a0P1v0000137XpVEAU,,,2,6,,,,piso las rozas de madrid centro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-getafe_distrito_centro28901-45876867136_101800/,305.0,120,29/10/2024,315.0,65.0,Compra,120.0,3.0,1.0,3,IF7059-Look&Find LaSagra12,,,2,2,,,,piso getafe distrito centro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-torrelodones_casco_antiguo-4260915264_109700/,699.0,161,20/03/2024,,,Compra,161.0,4.0,3.0,0,4527992-20933111,,,2,6,,,,chalet torrelodones casco antiguo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_pareada-cobena_centro_urbano-40842641310_101800/,670.0,360,30/10/2024,104.0,53.0,Compra,360.0,4.0,3.0,2,IF5271-206,,270.0,1,0,,,,casa pareada cobena centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-la_finca-41734321204_101800/,,700,30/10/2024,104.0,53.0,Compra,700.0,7.0,7.0,2,IF5271-225,,4.335,2,4,,,,chalet la finca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_pareada-villaviciosa_de_odon_centro-48370729431_100200/,599.0,225,09/10/2024,234.0,49.0,Compra,225.0,3.0,3.0,2,TC304-595378,,,1,1,,,,casa pareada villaviciosa de odon centro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_adosada-castillo_campodon-43400843576_100500/,540.0,211,04/07/2024,,,Compra,211.0,3.0,3.0,2,SA4858-C501163,,,0,6,Entre 20 y 40 €,,,casa adosada castillo campodon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_adosada-daganzo_de_arriba_centro_urbano-47596350145_100200/,258.9,90,30/10/2024,,,Compra,90.0,3.0,2.0,2,TC1119-594074,,,0,1,,,,casa adosada daganzo de arriba centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-espartales28806-2573138421_109700/,281.315,101,30/07/2024,20.25,3.89,Compra,101.0,2.0,2.0,0,4995071-18997624,,,2,6,,,,piso espartales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-somosaguas_humera_los_angeles28223-45864174748_102100/,,1.233,30/10/2024,,,Compra,1.233,6.0,9.0,3,GM31-161099,,5.0,2,5,,,,chalet somosaguas humera los angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-alcobendas_centro28100-42560927279_100200/,225.0,71,29/10/2024,268.0,53.0,Compra,71.0,3.0,2.0,2,TC1013-557916,,,2,2,Entre 40 y 60 €,,,piso alcobendas centro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-torrelodones_casco_antiguo-4252881982_109700/,699.0,74,20/03/2024,,,Compra,74.0,4.0,3.0,0,4527992-20933112,,,2,6,,,,chalet torrelodones casco antiguo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-parque_de_la_coruna_las_suertes-27558043374_100200/,209.0,79,18/09/2024,234.0,49.0,Compra,79.0,3.0,1.0,4,TC367-522633,,,2,5,Más de 100 €,,,piso parque de la coruna las suertes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28016-26741080610_101800/,950.0,141,30/10/2024,104.0,56.0,Compra,141.0,3.0,2.0,2,IF5271-51,,,2,5,,,,piso chamartin hispanoamerica,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-villalba_estacion-45071188375_104700/,253.9,117,22/08/2024,,,Compra,117.0,3.0,2.0,2,STA29-RP2912024127172,,,2,6,Entre 60 y 80 €,,,piso villalba estacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-villaverde_los_angeles28041-47520112592_100200/,235.0,90,28/10/2024,195.0,98.0,Compra,90.0,4.0,1.0,2,TC748-595222,,,2,5,,,,piso villaverde los angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-penagrande28035-40049127765_109700/,793.0,76,30/10/2024,,,Compra,76.0,3.0,2.0,0,-6208,,,2,6,,,,piso penagrande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/duplex-puente_de_vallecas_entrevias28031-47579140370_102100/,410.0,204,28/10/2024,,,Compra,204.0,4.0,3.0,3,GM17-201337,,,2,5,,Exterior,,duplex puente de vallecas entrevias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-castillo_campodon-41748339033_100500/,,580,04/06/2024,,,Compra,580.0,7.0,7.0,2,SA4858-C501137,,1.308,2,6,,,,chalet castillo campodon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-recoletos28001-45074609729_106700/,,323,30/10/2024,,,Compra,323.0,4.0,3.0,3,IFC76334-CBUQ298,,,2,6,,,,piso recoletos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-boadilla_del_monte_las_lomas-47518911706_101800/,,1.141,04/10/2024,,,Compra,1.141,8.0,5.0,3,IF7146-C890,,2.464,2,1,,,,chalet boadilla del monte las lomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-hoyo_de_manzanares_centro_urbano-15042247996_108500/,775.0,564,30/10/2024,289.0,61.0,Compra,564.0,8.0,7.0,3,AG105-MG187,530.0,,2,6,,,,chalet hoyo de manzanares centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/atico-san_diego28053-47591328810_100200/,239.0,110,09/10/2024,,,Compra,110.0,2.0,1.0,2,TC294-595832,,,2,0,,,,atico san diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/estudio-chamberi_almagro28010-45927046287_104700/,175.0,17,25/10/2024,,,Compra,17.0,,1.0,2,STA27-RP192202068925,14.0,,2,6,Entre 20 y 40 €,,,estudio chamberi almagro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-fuentelarreina28035-43424300488_101800/,999.0,223,30/10/2024,104.0,53.0,Compra,223.0,2.0,3.0,2,IF5271-245,,,2,5,,,,piso fuentelarreina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-castillo_campodon-42565147989_100500/,,453,30/08/2024,,,Compra,453.0,7.0,5.0,2,SA4858-C501153,,2.4,2,6,,,,chalet castillo campodon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_unifamiliar-galapagar_la_navata28420-41757279215_101000/,650.0,466,17/10/2024,,,Compra,466.0,5.0,5.0,3,AF2-514/738,,,4,6,,,,casa unifamiliar galapagar la navata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-colonia_avenida_de_meco28805-38400364422_109700/,289.9,109,17/07/2024,,,Compra,109.0,3.0,2.0,0,4517782-P.2463,,,2,6,,,,piso colonia avenida de meco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-moncloa_aravaca_aravaca28023-4672849479_109700/,,A,08/08/2024,,,Compra,,,,0,4994062-21326405,,,2,6,,,,chalet moncloa aravaca aravaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-universidad_malasana28004-5015113295_101800/,590.0,120,30/10/2024,1.0,1.0,Compra,120.0,3.0,2.0,3,IF5695-240221-12,,,2,5,,,,piso universidad malasana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_pareada-moralzarzal_centro_urbano-45840299545_101000/,575.0,295,29/10/2024,,,Compra,295.0,4.0,3.0,3,AF100-1901/135,293.0,,1,6,,,,casa pareada moralzarzal centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-castilla28046-47570409169_101800/,,220,26/09/2024,,,Compra,220.0,5.0,3.0,3,IF7146-p1765,,,2,6,,,,piso castilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-urbanizacion_cerro_alarcon_ii-47563929011_104700/,280.0,99,11/10/2024,,,Compra,99.0,3.0,2.0,1,STA63-RP2462024130351,,,2,1,,,,chalet urbanizacion cerro alarcon ii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/duplex-ciudad_universitaria28035-45862515725_101800/,,244,30/10/2024,,,Compra,244.0,4.0,5.0,2,IF5271-273,,,2,6,,,,duplex ciudad universitaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/atico-centro_arroyo_la_fuente28944-3756345385_109700/,260.0,78,30/10/2024,,,Compra,78.0,2.0,2.0,0,4512432-20393924,,,2,6,,,,atico centro arroyo la fuente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-4760987524_109700/,354.0,278,28/10/2024,,,Compra,278.0,3.0,3.0,0,4528801-21449150,,,2,6,,,,chalet villalbilla centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-guadarrama_los_berrocales-44236727441_101800/,419.9,196,21/10/2024,,,Compra,196.0,3.0,2.0,3,IF76801-cabezuelaas,,746.0,2,6,,,,chalet guadarrama los berrocales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-guindalera28028-47580583201_440000/,490.0,69,25/10/2024,,,Compra,69.0,3.0,1.0,1,4400-23672,61.0,,2,5,110,,A patios de manzana,piso guindalera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-centro_palacio28013-45901640855_106700/,829.0,99,23/10/2024,,,Compra,99.0,2.0,2.0,3,IFC76334-CBUQ355,67.0,,2,6,,,,piso centro palacio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-ribatejada_centro_urbano-44184172191_100500/,281.0,180,30/10/2024,,,Compra,180.0,4.0,2.0,2,SA114-0862,,,2,6,,,,chalet ribatejada centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_unifamiliar-paracuellos_de_jarama_centro_urbano-31734057558_101000/,556.0,265,16/10/2024,,,Compra,265.0,4.0,3.0,3,AF56-397/1379,,,4,6,,,,casa unifamiliar paracuellos de jarama centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/duplex-valdemoro_centro28341-4050775337_109700/,207.023,90,30/10/2024,,,Compra,90.0,2.0,1.0,0,4527027-20632924,,,2,6,,,,duplex valdemoro centro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/casa_adosada-el_boalo-45891574132_101000/,395.0,180,17/10/2024,,,Compra,180.0,4.0,3.0,3,AF234-2410/4,170.0,,0,6,,,,casa adosada el boalo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/piso-lista_barrio28006-46752516139_101800/,,115,30/10/2024,104.0,53.0,Compra,115.0,3.0,2.0,2,IF5271-276,,,2,6,,,,piso lista barrio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/duplex-centro_la_estacion_prado_de_la_laguna-4294468571_109700/,279.7,78,29/10/2024,,,Compra,78.0,2.0,2.0,0,-20889238,,,2,6,,,,duplex centro la estacion prado de la laguna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-torrelodones_casco_antiguo-4265312959_109700/,665.0,174,20/03/2024,,,Compra,174.0,4.0,3.0,0,4527992-20933101,,,2,6,,,,chalet torrelodones casco antiguo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-4766762566_109700/,344.0,272,28/10/2024,,,Compra,272.0,3.0,3.0,0,4528801-21449146,,,2,6,,,,chalet villalbilla centro urbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
