Enlace,Precio,Superficie Construida,Última Actualización,Consumo Energético,Emisiones CO2,Tipo de operación,Superficie construida:,Habitaciones:,Baños:,Conservación:,Referencia:,Superficie útil:,Superficie solar:,Tipo de casa:,Antigüedad:,Planta:,Gastos de comunidad:,Exterior:,Interior:,descripcion
https://www.pisos.com/comprar/casa_pareada-cobena_centro_urbano-40842641310_101800/,670.0,360,30/10/2024,104,53,Compra,360.0,4.0,3.0,En buen estado,IF5271-206,,270.0,Pareada,Entre 10 y 20 años,No especificado,,,,casa pareada cobena centro urbano
https://www.pisos.com/comprar/chalet-la_finca-41734321204_101800/,,700,30/10/2024,104,53,Compra,700.0,7.0,7.0,En buen estado,IF5271-225,,4.335,Piso,Menos de 5 años,No especificado,,,,chalet la finca
https://www.pisos.com/comprar/casa_pareada-villaviciosa_de_odon_centro-48370729431_100200/,599.0,225,09/10/2024,234,49,Compra,225.0,3.0,3.0,En buen estado,TC304-595378,,,Pareada,Entre 20 y 30 años,No especificado,,,,casa pareada villaviciosa de odon centro
https://www.pisos.com/comprar/casa_adosada-castillo_campodon-43400843576_100500/,540.0,211,04/07/2024,,,Compra,211.0,3.0,3.0,En buen estado,SA4858-C501163,,,Adosada,No especificado,No especificado,Entre 20 y 40 €,,,casa adosada castillo campodon
https://www.pisos.com/comprar/casa_adosada-daganzo_de_arriba_centro_urbano-47596350145_100200/,258.9,90,30/10/2024,,,Compra,90.0,3.0,2.0,En buen estado,TC1119-594074,,,Adosada,Entre 20 y 30 años,No especificado,,,,casa adosada daganzo de arriba centro urbano
https://www.pisos.com/comprar/piso-espartales28806-2573138421_109700/,281.315,101,30/07/2024,20.25,3.89,Compra,101.0,2.0,2.0,A estrenar,4995071-18997624,,,Piso,No especificado,Bajo,,,,piso espartales
https://www.pisos.com/comprar/chalet-somosaguas_humera_los_angeles28223-45864174748_102100/,,1.233,30/10/2024,,,Compra,1.233,6.0,9.0,No especificado,GM31-161099,,5.0,Piso,Más de 50 años,No especificado,,,,chalet somosaguas humera los angeles
https://www.pisos.com/comprar/piso-alcobendas_centro28100-42560927279_100200/,225.0,71,29/10/2024,268,53,Compra,71.0,3.0,2.0,En buen estado,TC1013-557916,,,Piso,Entre 30 y 50 años,No especificado,Entre 40 y 60 €,,,piso alcobendas centro
https://www.pisos.com/comprar/chalet-torrelodones_casco_antiguo-4252881982_109700/,699.0,74,20/03/2024,,,Compra,74.0,4.0,3.0,A estrenar,4527992-20933112,,,Piso,No especificado,No especificado,,,,chalet torrelodones casco antiguo
https://www.pisos.com/comprar/piso-parque_de_la_coruna_las_suertes-27558043374_100200/,209.0,79,18/09/2024,234,49,Compra,79.0,3.0,1.0,Reformado,TC367-522633,,,Piso,Más de 50 años,2ª,Más de 100 €,,,piso parque de la coruna las suertes
https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28016-26741080610_101800/,950.0,141,30/10/2024,104,56,Compra,141.0,3.0,2.0,En buen estado,IF5271-51,,,Piso,Más de 50 años,1ª,,,,piso chamartin hispanoamerica
https://www.pisos.com/comprar/piso-villalba_estacion-45071188375_104700/,253.9,117,22/08/2024,,,Compra,117.0,3.0,2.0,En buen estado,STA29-RP2912024127172,,,Piso,No especificado,No especificado,Entre 60 y 80 €,,,piso villalba estacion
https://www.pisos.com/comprar/piso-villaverde_los_angeles28041-47520112592_100200/,235.0,90,28/10/2024,195,98,Compra,90.0,4.0,1.0,En buen estado,TC748-595222,,,Piso,Más de 50 años,8ª,,,,piso villaverde los angeles
https://www.pisos.com/comprar/piso-penagrande28035-40049127765_109700/,793.0,76,30/10/2024,,,Compra,76.0,3.0,2.0,A estrenar,-6208,,,Piso,No especificado,No especificado,,,,piso penagrande
https://www.pisos.com/comprar/duplex-puente_de_vallecas_entrevias28031-47579140370_102100/,410.0,204,28/10/2024,,,Compra,204.0,4.0,3.0,No especificado,GM17-201337,,,Piso,Más de 50 años,No especificado,,Exterior,,duplex puente de vallecas entrevias
https://www.pisos.com/comprar/chalet-castillo_campodon-41748339033_100500/,,580,04/06/2024,,,Compra,580.0,7.0,7.0,En buen estado,SA4858-C501137,,1.308,Piso,No especificado,No especificado,,,,chalet castillo campodon
https://www.pisos.com/comprar/piso-recoletos28001-45074609729_106700/,,323,30/10/2024,,,Compra,323.0,4.0,3.0,No especificado,IFC76334-CBUQ298,,,Piso,No especificado,No especificado,,,,piso recoletos
https://www.pisos.com/comprar/chalet-boadilla_del_monte_las_lomas-47518911706_101800/,,1.141,04/10/2024,,,Compra,1.141,8.0,5.0,No especificado,IF7146-C890,,2.464,Piso,Entre 20 y 30 años,No especificado,,,,chalet boadilla del monte las lomas
https://www.pisos.com/comprar/chalet-hoyo_de_manzanares_centro_urbano-15042247996_108500/,775.0,564,30/10/2024,289,61,Compra,564.0,8.0,7.0,No especificado,AG105-MG187,530.0,,Piso,No especificado,No especificado,,,,chalet hoyo de manzanares centro urbano
https://www.pisos.com/comprar/atico-san_diego28053-47591328810_100200/,239.0,110,09/10/2024,,,Compra,110.0,2.0,1.0,En buen estado,TC294-595832,,,Piso,Entre 10 y 20 años,No especificado,,,,atico san diego
https://www.pisos.com/comprar/estudio-chamberi_almagro28010-45927046287_104700/,175.0,17,25/10/2024,,,Compra,17.0,,1.0,En buen estado,STA27-RP192202068925,14.0,,Piso,No especificado,No especificado,Entre 20 y 40 €,,,estudio chamberi almagro
https://www.pisos.com/comprar/piso-fuentelarreina28035-43424300488_101800/,999.0,223,30/10/2024,104,53,Compra,223.0,2.0,3.0,En buen estado,IF5271-245,,,Piso,Más de 50 años,5ª,,,,piso fuentelarreina
https://www.pisos.com/comprar/chalet-castillo_campodon-42565147989_100500/,,453,30/08/2024,,,Compra,453.0,7.0,5.0,En buen estado,SA4858-C501153,,2.4,Piso,No especificado,No especificado,,,,chalet castillo campodon
https://www.pisos.com/comprar/casa_unifamiliar-galapagar_la_navata28420-41757279215_101000/,650.0,466,17/10/2024,,,Compra,466.0,5.0,5.0,No especificado,AF2-514/738,,,Unifamiliar,No especificado,No especificado,,,,casa unifamiliar galapagar la navata
https://www.pisos.com/comprar/piso-colonia_avenida_de_meco28805-38400364422_109700/,289.9,109,17/07/2024,,,Compra,109.0,3.0,2.0,A estrenar,4517782-P.2463,,,Piso,No especificado,No especificado,,,,piso colonia avenida de meco
https://www.pisos.com/comprar/chalet-moncloa_aravaca_aravaca28023-4672849479_109700/,,A,08/08/2024,,,Compra,,,,A estrenar,4994062-21326405,,,Piso,No especificado,No especificado,,,,chalet moncloa aravaca aravaca
https://www.pisos.com/comprar/piso-universidad_malasana28004-5015113295_101800/,590.0,120,30/10/2024,1,1,Compra,120.0,3.0,2.0,No especificado,IF5695-240221-12,,,Piso,Más de 50 años,No especificado,,,,piso universidad malasana
https://www.pisos.com/comprar/casa_pareada-moralzarzal_centro_urbano-45840299545_101000/,575.0,295,29/10/2024,,,Compra,295.0,4.0,3.0,No especificado,AF100-1901/135,293.0,,Pareada,No especificado,No especificado,,,,casa pareada moralzarzal centro urbano
https://www.pisos.com/comprar/piso-castilla28046-47570409169_101800/,,220,26/09/2024,,,Compra,220.0,5.0,3.0,No especificado,IF7146-p1765,,,Piso,No especificado,6ª,,,,piso castilla
https://www.pisos.com/comprar/chalet-urbanizacion_cerro_alarcon_ii-47563929011_104700/,280.0,99,11/10/2024,,,Compra,99.0,3.0,2.0,A reformar,STA63-RP2462024130351,,,Piso,Entre 20 y 30 años,No especificado,,,,chalet urbanizacion cerro alarcon ii
https://www.pisos.com/comprar/duplex-ciudad_universitaria28035-45862515725_101800/,,244,30/10/2024,,,Compra,244.0,4.0,5.0,En buen estado,IF5271-273,,,Piso,No especificado,No especificado,,,,duplex ciudad universitaria
https://www.pisos.com/comprar/atico-centro_arroyo_la_fuente28944-3756345385_109700/,260.0,78,30/10/2024,,,Compra,78.0,2.0,2.0,A estrenar,4512432-20393924,,,Piso,No especificado,No especificado,,,,atico centro arroyo la fuente
https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-4760987524_109700/,354.0,278,28/10/2024,,,Compra,278.0,3.0,3.0,A estrenar,4528801-21449150,,,Piso,No especificado,No especificado,,,,chalet villalbilla centro urbano
https://www.pisos.com/comprar/chalet-guadarrama_los_berrocales-44236727441_101800/,419.9,196,21/10/2024,,,Compra,196.0,3.0,2.0,No especificado,IF76801-cabezuelaas,,746.0,Piso,No especificado,No especificado,,,,chalet guadarrama los berrocales
https://www.pisos.com/comprar/piso-guindalera28028-47580583201_440000/,490.0,69,25/10/2024,,,Compra,69.0,3.0,1.0,A reformar,4400-23672,61.0,,Piso,Más de 50 años,6ª,110,,A patios de manzana,piso guindalera
https://www.pisos.com/comprar/piso-centro_palacio28013-45901640855_106700/,829.0,99,23/10/2024,,,Compra,99.0,2.0,2.0,No especificado,IFC76334-CBUQ355,67.0,,Piso,No especificado,No especificado,,,,piso centro palacio
https://www.pisos.com/comprar/chalet-ribatejada_centro_urbano-44184172191_100500/,281.0,180,30/10/2024,,,Compra,180.0,4.0,2.0,En buen estado,SA114-0862,,,Piso,No especificado,No especificado,,,,chalet ribatejada centro urbano
https://www.pisos.com/comprar/casa_unifamiliar-paracuellos_de_jarama_centro_urbano-31734057558_101000/,556.0,265,16/10/2024,,,Compra,265.0,4.0,3.0,No especificado,AF56-397/1379,,,Unifamiliar,No especificado,No especificado,,,,casa unifamiliar paracuellos de jarama centro urbano
https://www.pisos.com/comprar/duplex-valdemoro_centro28341-4050775337_109700/,207.023,90,30/10/2024,,,Compra,90.0,2.0,1.0,A estrenar,4527027-20632924,,,Piso,No especificado,2ª,,,,duplex valdemoro centro
https://www.pisos.com/comprar/casa_adosada-el_boalo-45891574132_101000/,395.0,180,17/10/2024,,,Compra,180.0,4.0,3.0,No especificado,AF234-2410/4,170.0,,Adosada,No especificado,No especificado,,,,casa adosada el boalo
https://www.pisos.com/comprar/piso-lista_barrio28006-46752516139_101800/,,115,30/10/2024,104,53,Compra,115.0,3.0,2.0,En buen estado,IF5271-276,,,Piso,No especificado,8ª,,,,piso lista barrio
https://www.pisos.com/comprar/duplex-centro_la_estacion_prado_de_la_laguna-4294468571_109700/,279.7,78,29/10/2024,,,Compra,78.0,2.0,2.0,A estrenar,-20889238,,,Piso,No especificado,Bajo,,,,duplex centro la estacion prado de la laguna
https://www.pisos.com/comprar/chalet-torrelodones_casco_antiguo-4265312959_109700/,665.0,174,20/03/2024,,,Compra,174.0,4.0,3.0,A estrenar,4527992-20933101,,,Piso,No especificado,No especificado,,,,chalet torrelodones casco antiguo
https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-4766762566_109700/,344.0,272,28/10/2024,,,Compra,272.0,3.0,3.0,A estrenar,4528801-21449146,,,Piso,No especificado,No especificado,,,,chalet villalbilla centro urbano
https://www.pisos.com/comprar/piso-chamberi_vallehermoso28003-45049733830_100500/,,180,30/10/2024,,,Compra,180.0,4.0,3.0,No especificado,SA3018-1-1442/8205,,,Piso,Más de 50 años,1ª,Más de 100 €,,,piso chamberi vallehermoso
https://www.pisos.com/comprar/chalet-colmenarejo_centro_urbano-44246887759_520944/,525.0,309,27/08/2024,,,Compra,309.0,7.0,5.0,En buen estado,4520944-000004,250.0,650.0,Piso,Entre 20 y 30 años,No especificado,,,,chalet colmenarejo centro urbano
https://www.pisos.com/comprar/chalet-somosaguas_humera_los_angeles28223-45089295292_101800/,,1.090,30/10/2024,104,53,Compra,1.09,5.0,8.0,En buen estado,IF5271-269,,5.7,Piso,Entre 20 y 30 años,No especificado,,,,chalet somosaguas humera los angeles
https://www.pisos.com/comprar/piso-justicia_chueca28004-41763657311_100500/,875.0,133,30/10/2024,,,Compra,133.0,2.0,3.0,No especificado,SA3018-9-1406/8205,105.0,,Piso,No especificado,2ª,Más de 100 €,,,piso justicia chueca
https://www.pisos.com/comprar/casa_adosada-camarma_de_esteruelas_centro_urbano-35856717666_109700/,335.9,119,19/09/2024,,,Compra,119.0,3.0,2.0,A estrenar,4517782-P.2485,,,Adosada,No especificado,No especificado,,,,casa adosada camarma de esteruelas centro urbano
https://www.pisos.com/comprar/casa_unifamiliar-sevilla_la_nueva_centro_urbano-39200076537_101000/,649.9,455,30/10/2024,,,Compra,455.0,7.0,5.0,No especificado,AF169-2131/136,393.0,,Unifamiliar,No especificado,No especificado,,,,casa unifamiliar sevilla la nueva centro urbano
https://www.pisos.com/comprar/casa_unifamiliar-navalagamella_centro_urbano-45010579994_280500/,380.0,179,30/10/2024,144,20,Compra,179.0,3.0,4.0,En buen estado,2805-002397,157.0,302.0,Unifamiliar,Entre 10 y 20 años,No especificado,,,,casa unifamiliar navalagamella centro urbano
https://www.pisos.com/comprar/casa_adosada-san_blas_simancas28037-3736008805_109700/,,231,27/09/2024,,,Compra,231.0,4.0,3.0,A estrenar,4991481-20336684,,,Adosada,No especificado,No especificado,,,,casa adosada san blas simancas
https://www.pisos.com/comprar/duplex-la_pizarra28200-42576839243_102100/,359.7,134,30/10/2024,,,Compra,134.0,3.0,3.0,No especificado,GM14-195535,,,Piso,No especificado,No especificado,,,,duplex la pizarra
https://www.pisos.com/comprar/chalet-la_moraleja_distrito28109-14244680459_101800/,,568,30/10/2024,104,50,Compra,568.0,4.0,4.0,En buen estado,IF5271-88,,1.837,Piso,Entre 20 y 30 años,No especificado,,,,chalet la moraleja distrito
https://www.pisos.com/comprar/casa_unifamiliar-sevilla_la_nueva_centro_urbano-47583467297_100600/,427.0,249,17/10/2024,241,53,Compra,249.0,4.0,3.0,No especificado,LF151-DJ1436,,,Unifamiliar,Entre 20 y 30 años,No especificado,,,,casa unifamiliar sevilla la nueva centro urbano
https://www.pisos.com/comprar/piso-recoletos28001-45865318562_100500/,,175,30/10/2024,,,Compra,175.0,2.0,3.0,No especificado,SA3018-1-1459/8205,,,Piso,No especificado,1ª,Más de 100 €,,,piso recoletos
https://www.pisos.com/comprar/chalet-bellavista_salud_y_alegria-41732518831_101800/,695.0,385,27/10/2024,175,41,Compra,385.0,6.0,4.0,No especificado,IF7055-17449,,750.0,Piso,Entre 20 y 30 años,No especificado,,,,chalet bellavista salud y alegria
https://www.pisos.com/comprar/chalet-las_marias-32584097341_992528/,,485,27/10/2024,,,Compra,485.0,6.0,5.0,En buen estado,4992528-1301,410.0,2.3,Piso,Entre 30 y 50 años,No especificado,Más de 100 €,,,chalet las marias
https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28016-48411956347_104700/,710.0,129,25/10/2024,,,Compra,129.0,4.0,2.0,En buen estado,STA61-RP902024131233,114.0,,Piso,Más de 50 años,No especificado,,,,piso chamartin hispanoamerica
https://www.pisos.com/comprar/piso-sur_este28937-48337421630_101800/,288.0,100,29/10/2024,170,65,Compra,100.0,3.0,2.0,No especificado,IF7059-KZ0100,,,Piso,Entre 30 y 50 años,3ª,,,,piso sur este
https://www.pisos.com/comprar/piso-las_rozas_de_madrid_centro28231-4336885393_109700/,498.0,2,11/04/2024,,,Compra,,2.0,,A estrenar,-a0P1v0000137XpVEAU,,,Piso,No especificado,3ª,,,,piso las rozas de madrid centro
https://www.pisos.com/comprar/atico-nueva_espana28036-24261975323_101800/,,518,30/10/2024,104,50,Compra,518.0,4.0,5.0,En buen estado,IF5271-17,,,Piso,Entre 10 y 20 años,No especificado,,,,atico nueva espana
https://www.pisos.com/comprar/duplex-ciudad_universitaria28035-4467767492_109700/,,271,11/06/2024,,,Compra,271.0,5.0,2.0,A estrenar,4528337-21122206,,,Piso,No especificado,No especificado,,,,duplex ciudad universitaria
https://www.pisos.com/comprar/casa_adosada-navalcarnero_centro_urbano-4503409220_109700/,431.6,230,26/09/2024,,,Compra,230.0,4.0,3.0,A estrenar,4525022-0,,,Adosada,No especificado,No especificado,,,,casa adosada navalcarnero centro urbano
https://www.pisos.com/comprar/atico-ciudad_universitaria28035-4513563055_109700/,,244,11/06/2024,,,Compra,244.0,4.0,2.0,A estrenar,4528337-21122204,,,Piso,No especificado,No especificado,,,,atico ciudad universitaria
https://www.pisos.com/comprar/piso-los_berrocales28031-3656659585_109700/,376.0,115,30/10/2024,32,6,Compra,115.0,3.0,2.0,A estrenar,4990150-MBE1,,,Piso,No especificado,1ª,,,,piso los berrocales
https://www.pisos.com/comprar/casa_adosada-ciudad_universitaria28040-48391029464_100500/,725.0,104,30/10/2024,,,Compra,104.0,3.0,1.0,A reformar,SA2557-106227894,98.0,,Adosada,No especificado,No especificado,,,,casa adosada ciudad universitaria
https://www.pisos.com/comprar/chalet_adosado-parla_este28983-43382813327_998146/,349.0,274,30/10/2024,,,Compra,274.0,4.0,3.0,En buen estado,4998146-Parla Este,250.0,,Piso,Entre 10 y 20 años,No especificado,,,,chalet adosado parla este
https://www.pisos.com/comprar/casa_adosada-la_cabrera_centro_urbano-41705505215_101000/,239.0,200,30/10/2024,,,Compra,200.0,4.0,3.0,No especificado,AF189-2216/36,,,Adosada,No especificado,No especificado,,,,casa adosada la cabrera centro urbano
https://www.pisos.com/comprar/piso-carabanchel_comillas28019-48366308837_100200/,243.53,75,29/10/2024,214,41,Compra,75.0,2.0,1.0,Reformado,TC200-596694,,,Piso,Más de 50 años,1ª,,,,piso carabanchel comillas
https://www.pisos.com/comprar/atico-nuevo_tres_cantos-4896861353_109700/,724.9,285,28/10/2024,,,Compra,285.0,4.0,3.0,A estrenar,4991481-0,,,Piso,No especificado,No especificado,,,,atico nuevo tres cantos
https://www.pisos.com/comprar/piso-daganzo_de_arriba_centro_urbano-48390716787_100200/,189.9,120,29/10/2024,,,Compra,120.0,2.0,1.0,En buen estado,TC1119-598159,,,Piso,Entre 10 y 20 años,1ª,,,,piso daganzo de arriba centro urbano
https://www.pisos.com/comprar/duplex-la_pizarra28200-42513678493_102100/,337.7,136,30/10/2024,,,Compra,136.0,2.0,2.0,No especificado,GM14-195532,,,Piso,No especificado,No especificado,,,,duplex la pizarra
https://www.pisos.com/comprar/casa_unifamiliar-moralzarzal_centro_urbano-48365418552_100200/,419.0,142,26/10/2024,353,72,Compra,142.0,3.0,2.0,En buen estado,TC853-597446,,,Unifamiliar,Más de 50 años,No especificado,,,,casa unifamiliar moralzarzal centro urbano
https://www.pisos.com/comprar/casa_adosada-camarma_de_esteruelas_centro_urbano-40841387725_101800/,336.8,120,30/10/2024,,,Compra,120.0,3.0,3.0,No especificado,IF6892-107383,,,Adosada,No especificado,No especificado,,,,casa adosada camarma de esteruelas centro urbano
https://www.pisos.com/comprar/piso-villaverde_san_andres28021-4891828236_109700/,250.0,75,30/10/2024,,,Compra,75.0,2.0,1.0,A estrenar,LD1-VA40000199300,,,Piso,No especificado,Bajo,,,,piso villaverde san andres
https://www.pisos.com/comprar/piso-coslada_casco_antiguo-40072626884_100200/,173.25,71,29/10/2024,,,Compra,71.0,3.0,1.0,En buen estado,TC820-567704,,,Piso,Más de 50 años,No especificado,,,,piso coslada casco antiguo
https://www.pisos.com/comprar/chalet-valdemarin-30834689400_101800/,,1.050,30/10/2024,,,Compra,1.05,7.0,6.0,En buen estado,IF5271-126,,2.5,Piso,Entre 10 y 20 años,No especificado,,,,chalet valdemarin
https://www.pisos.com/comprar/piso-zona_carretera_del_plantio28221-45032820613_102100/,430.0,65,24/08/2024,,,Compra,65.0,2.0,2.0,No especificado,GM8-196840,,,Piso,No especificado,No especificado,,,,piso zona carretera del plantio
https://www.pisos.com/comprar/chalet-lozoyuela-45853099899_100500/,269.0,262,30/10/2024,,,Compra,262.0,4.0,1.0,No especificado,SA5479-103241407/11756,,2.698,Piso,Entre 30 y 50 años,No especificado,,,,chalet lozoyuela
https://www.pisos.com/comprar/chalet-paracuellos_de_jarama_centro_urbano-3987820643_109700/,751.906,300,29/10/2024,,,Compra,300.0,5.0,3.0,A estrenar,4991481-20522753,,,Piso,No especificado,No especificado,,,,chalet paracuellos de jarama centro urbano
https://www.pisos.com/comprar/piso-recoletos28001-45021014406_106700/,829.0,76,23/10/2024,,,Compra,76.0,2.0,2.0,No especificado,IFC76334-CBUQ343,51.0,,Piso,No especificado,No especificado,,,,piso recoletos
https://www.pisos.com/comprar/piso-tetuan_cuatro_caminos28020-48410993672_100200/,380.0,88,14/10/2024,337,67,Compra,88.0,4.0,2.0,En buen estado,TC442-596509,,,Piso,Más de 50 años,No especificado,,,,piso tetuan cuatro caminos
https://www.pisos.com/comprar/piso-loranca_nuevo_versalles_parque_miraflores-47554453970_100200/,214.5,105,29/10/2024,264,55,Compra,105.0,3.0,1.0,Reformado,TC320-595408,,,Piso,Entre 20 y 30 años,No especificado,Más de 100 €,,,piso loranca nuevo versalles parque miraflores
https://www.pisos.com/comprar/chalet-fuentelarreina28035-39193142319_101800/,,880,30/10/2024,104,53,Compra,880.0,6.0,8.0,A reformar,IF5271-199,,1.385,Piso,Entre 30 y 50 años,No especificado,,,,chalet fuentelarreina
https://www.pisos.com/comprar/chalet-carabanchel_vista_alegre28025-45920058311_100500/,375.0,164,04/10/2024,,,Compra,164.0,5.0,2.0,En buen estado,SA4106-Chalet en Vista Alegre,,,Piso,No especificado,No especificado,,,,chalet carabanchel vista alegre
https://www.pisos.com/comprar/piso-nuevo_tres_cantos-4757579704_109700/,604.9,177,28/10/2024,,,Compra,177.0,3.0,2.0,A estrenar,4991481-0,,,Piso,No especificado,No especificado,,,,piso nuevo tres cantos
https://www.pisos.com/comprar/casa_unifamiliar-orusco_de_tajuna_centro_urbano-48375274558_101000/,190.0,202,28/10/2024,,,Compra,202.0,4.0,3.0,No especificado,AF228-2338/24,,,Unifamiliar,No especificado,No especificado,,,,casa unifamiliar orusco de tajuna centro urbano
